host_response_rate,host_is_superhost,host_listings_count,zipcode,room_type,bathrooms,accommodates,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month
100%,t,1,28715,Entire home/apt,2,4,2,Real Bed,120.00,100.00,65.00,4.00,15.00,2,14,19,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.96
100%,t,1,28805,Entire home/apt,3,8,5,Real Bed,275.00,300.00,150.00,1.00,0.00,3,9,13,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.85
100%,t,3,28804,Private room,1,2,1,Real Bed,80.00,0.00,10.00,1.00,0.00,1,0,5,100.00,10.00,10.00,10.00,9.00,10.00,10.00,moderate,1.15
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,100.00,0.00,15.00,2.00,15.00,2,9,18,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.94
N/A,t,4,28804,Entire home/apt,1,2,1,Real Bed,89.00,100.00,30.00,1.00,0.00,2,13,4,100.00,9.00,9.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,0.83
N/A,t,2,28805,Private room,1,2,1,Real Bed,99.00,0.00,25.00,1.00,0.00,1,23,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.83
100%,f,3,28806,Entire home/apt,2,7,7,Real Bed,90.00,500.00,140.00,7.00,20.00,30,0,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.61
N/A,t,1,28806,Private room,1,2,1,Real Bed,65.00,,,1.00,0.00,2,12,12,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.4
100%,f,1,28801,Private room,1.5,3,2,Real Bed,62.00,100.00,75.00,1.00,35.00,2,1,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.68
100%,t,1,28801,Private room,1,2,1,Real Bed,89.00,,25.00,2.00,0.00,2,15,29,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,5.76
100%,f,1,28805,Entire home/apt,2,7,5,Real Bed,185.00,500.00,100.00,6.00,25.00,3,12,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.97
100%,t,1,28804,Entire home/apt,1,4,2,Real Bed,150.00,0.00,79.00,4.00,39.00,3,18,11,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.31
100%,t,1,28806,Entire home/apt,1,3,1,Real Bed,95.00,300.00,30.00,1.00,20.00,1,18,30,97.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,5.88
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,100.00,0.00,40.00,2.00,25.00,2,1,24,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.21
N/A,t,1,28803,Entire home/apt,2.5,6,4,Real Bed,155.00,100.00,90.00,1.00,0.00,3,9,17,99.00,10.00,10.00,10.00,9.00,10.00,10.00,moderate,3.42
N/A,f,263,28805,Entire home/apt,2,4,2,Real Bed,285.00,0.00,198.00,4.00,0.00,3,17,0,,,,,,,,strict_14_with_grace_period,
N/A,t,3,28704,Entire home/apt,1,4,1,Real Bed,100.00,0.00,30.00,4.00,25.00,1,13,22,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.58
N/A,t,1,28803,Private room,1,2,1,Real Bed,40.00,0.00,0.00,1.00,5.00,1,16,22,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.68
N/A,t,1,28804,Private room,1,2,1,Real Bed,65.00,0.00,10.00,1.00,0.00,1,10,19,96.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,3.73
N/A,t,2,28801,Private room,1,2,1,Real Bed,71.00,2000.00,39.00,2.00,50.00,1,6,20,95.00,9.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.17
N/A,t,2,28803,Entire home/apt,2,6,4,Real Bed,105.00,100.00,45.00,6.00,10.00,2,1,9,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.48
N/A,f,1,28803,Entire home/apt,3.5,6,4,Real Bed,585.00,1000.00,99.00,6.00,30.00,1,10,0,,,,,,,,strict_14_with_grace_period,
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,119.00,350.00,85.00,2.00,45.00,1,16,9,100.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,1.88
100%,f,1,28804,Entire home/apt,2,11,6,Real Bed,225.00,200.00,95.00,1.00,0.00,2,9,5,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.04
100%,f,3,28805,Private room,1,2,1,Real Bed,41.00,0.00,0.00,1.00,0.00,1,19,3,100.00,10.00,9.00,10.00,10.00,10.00,10.00,flexible,0.65
N/A,f,1,28805,Entire home/apt,1,2,2,Real Bed,70.00,0.00,15.00,2.00,0.00,1,16,14,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.72
100%,f,3,28805,Shared room,1,2,2,Real Bed,24.00,0.00,0.00,1.00,10.00,1,21,10,86.00,9.00,9.00,9.00,10.00,9.00,9.00,flexible,2.04
100%,f,3,28805,Private room,1,4,3,Real Bed,50.00,0.00,0.00,3.00,10.00,1,21,1,80.00,10.00,4.00,10.00,8.00,8.00,10.00,flexible,0.23
N/A,t,4,28805,Entire home/apt,3.5,8,4,Real Bed,399.00,400.00,125.00,1.00,0.00,2,18,9,98.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,4.03
N/A,t,4,28805,Private room,1,2,1,Real Bed,125.00,300.00,50.00,1.00,0.00,2,22,3,100.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,0.63
N/A,t,4,28801,Entire home/apt,1,2,1,Real Bed,250.00,200.00,75.00,1.00,0.00,3,15,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.68
100%,f,7,28806,Entire home/apt,1,4,1,Real Bed,17.00,0.00,0.00,3.00,5.00,1,28,12,93.00,10.00,9.00,10.00,10.00,10.00,10.00,flexible,2.48
N/A,t,2,28803,Entire home/apt,1,2,1,Real Bed,75.00,100.00,25.00,2.00,10.00,2,1,7,94.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,2.84
N/A,t,2,28806,Entire home/apt,3,12,4,Real Bed,200.00,500.00,125.00,1.00,0.00,1,10,22,97.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,4.93
100%,t,1,28803,Private room,1,2,1,Real Bed,129.00,0.00,45.00,1.00,0.00,2,24,11,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3
100%,f,1,28801,Entire home/apt,1.5,2,1,Real Bed,180.00,0.00,50.00,1.00,0.00,2,0,3,93.00,10.00,9.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,0.83
N/A,t,1,28804,Entire home/apt,1,6,4,Real Bed,115.00,0.00,50.00,4.00,15.00,1,10,35,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.66
100%,f,1,28801,Entire home/apt,1,2,1,Real Bed,240.00,,,1.00,0.00,3,15,0,,,,,,,,flexible,
N/A,t,2,28803,Private room,1,3,2,Real Bed,60.00,0.00,10.00,1.00,0.00,1,24,19,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.38
100%,t,2,28804,Entire home/apt,2.5,6,3,Real Bed,250.00,200.00,150.00,1.00,0.00,2,5,14,97.00,10.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,3.23
99%,t,145,28804,Entire home/apt,2,7,3,Real Bed,425.00,1000.00,275.00,6.00,0.00,1,15,5,100.00,10.00,10.00,10.00,10.00,10.00,10.00,super_strict_60,1.29
100%,f,48,28804,Entire home/apt,2,6,1,Real Bed,85.00,0.00,224.00,6.00,0.00,2,13,6,93.00,9.00,9.00,9.00,9.00,8.00,8.00,super_strict_30,1.4
100%,t,1,28806,Private room,1,2,1,Real Bed,50.00,0.00,25.00,1.00,0.00,2,12,18,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.94
100%,f,48,28805,Entire home/apt,2,6,3,Real Bed,177.00,0.00,229.00,6.00,0.00,2,17,2,100.00,10.00,10.00,10.00,10.00,10.00,10.00,super_strict_30,1.87
N/A,f,2,28806,Entire home/apt,2.5,6,4,Real Bed,200.00,500.00,,1.00,0.00,2,4,13,95.00,9.00,9.00,10.00,9.00,10.00,10.00,strict_14_with_grace_period,3.17
100%,f,7,28806,Entire home/apt,1,4,1,Real Bed,19.00,0.00,0.00,3.00,5.00,1,29,7,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.71
100%,f,2,28715,Entire home/apt,2,10,6,Real Bed,150.00,100.00,100.00,6.00,20.00,2,7,11,95.00,10.00,10.00,9.00,10.00,9.00,10.00,strict_14_with_grace_period,2.7
100%,t,1,28803,Entire home/apt,1,2,1,Real Bed,110.00,0.00,55.00,1.00,0.00,2,16,13,95.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.98
100%,f,10,28806,Entire home/apt,1,6,3,Real Bed,99.00,150.00,64.00,2.00,20.00,1,18,48,96.00,10.00,9.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,11.61
100%,t,1,28804,Entire home/apt,1,4,2,Real Bed,149.00,0.00,45.00,1.00,0.00,2,9,20,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.38
N/A,t,2,28806,Entire home/apt,1,4,2,Real Bed,65.00,100.00,40.00,2.00,25.00,1,16,31,96.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,7.56
N/A,f,1,28806,Entire home/apt,2,6,3,Real Bed,178.00,300.00,100.00,1.00,0.00,2,24,8,98.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,1.97
100%,t,2,28803,Entire home/apt,1,3,2,Real Bed,80.00,200.00,20.00,2.00,5.00,2,4,19,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.23
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,88.00,0.00,15.00,1.00,10.00,2,17,15,96.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.95
100%,f,1,28806,Private room,1.5,2,1,Real Bed,60.00,0.00,15.00,1.00,0.00,1,0,5,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.47
100%,t,1,28804,Entire home/apt,1,5,3,Real Bed,79.00,0.00,59.00,3.00,9.00,1,20,16,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.69
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,99.00,200.00,75.00,2.00,20.00,2,13,16,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,7.16
N/A,t,4,28805,Private room,1,2,2,Real Bed,75.00,200.00,50.00,1.00,0.00,2,19,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.03
N/A,t,1,28803,Entire home/apt,1,3,2,Real Bed,85.00,200.00,20.00,2.00,15.00,2,20,22,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.08
100%,t,2,28704,Entire home/apt,1,8,3,Real Bed,144.00,0.00,75.00,6.00,10.00,2,18,19,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.91
N/A,f,1,28806,Private room,1,2,1,Real Bed,60.00,,40.00,1.00,0.00,1,0,3,87.00,8.00,9.00,9.00,10.00,8.00,9.00,moderate,0.78
N/A,t,4,28801,Entire home/apt,1,2,1,Real Bed,250.00,200.00,75.00,1.00,0.00,3,16,10,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.61
N/A,t,4,28801,Entire home/apt,1,2,1,Real Bed,250.00,200.00,75.00,1.00,0.00,3,18,10,100.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,2.61
100%,t,1,28803,Private room,1,2,1,Real Bed,75.00,,,1.00,0.00,1,21,20,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.88
100%,f,1,28806,Entire home/apt,2,5,2,Real Bed,225.00,0.00,100.00,4.00,25.00,2,18,9,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.65
N/A,f,1,28805,Private room,1,2,1,Real Bed,55.00,300.00,35.00,1.00,15.00,2,21,6,90.00,10.00,9.00,9.00,10.00,10.00,9.00,flexible,1.65
100%,t,1,28806,Private room,1,2,1,Real Bed,35.00,0.00,0.00,1.00,0.00,1,0,32,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,8.65
N/A,t,2,28805,Private room,1,2,1,Real Bed,99.00,,25.00,1.00,0.00,1,24,20,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.88
N/A,f,1,28732,Private room,3.5,4,2,Real Bed,"1,000.00",,,1.00,0.00,2,0,0,,,,,,,,flexible,
100%,t,1,28806,Entire home/apt,2,6,3,Real Bed,200.00,0.00,100.00,1.00,0.00,1,20,12,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.1
100%,t,2,28804,Entire home/apt,3.5,8,4,Real Bed,350.00,250.00,150.00,1.00,0.00,3,14,11,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.24
100%,f,2,28801,Entire home/apt,1,2,1,Real Bed,79.00,0.00,35.00,2.00,10.00,1,5,19,92.00,9.00,9.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,6.33
N/A,t,1,28805,Private room,1,4,2,Real Bed,100.00,,,1.00,0.00,2,16,19,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.38
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,100.00,0.00,30.00,1.00,0.00,2,5,32,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,8.89
100%,t,1,28715,Entire home/apt,1,2,1,Real Bed,75.00,,20.00,1.00,0.00,1,0,23,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,6
100%,t,1,28803,Entire home/apt,1,4,3,Real Bed,108.00,0.00,40.00,1.00,0.00,2,0,9,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.33
100%,f,3,28801,Entire home/apt,1,2,2,Real Bed,90.00,,,1.00,0.00,30,26,0,,,,,,,,flexible,
100%,f,2,28806,Entire home/apt,1,4,2,Real Bed,80.00,0.00,40.00,2.00,10.00,2,0,7,100.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,2.23
100%,f,1,28806,Private room,1,2,1,Real Bed,50.00,0.00,10.00,1.00,0.00,1,23,34,94.00,10.00,9.00,10.00,10.00,10.00,9.00,flexible,8.57
N/A,t,2,28804,Private room,2,6,3,Real Bed,279.00,250.00,50.00,1.00,0.00,2,28,0,,,,,,,,moderate,
N/A,t,5,28801,Entire home/apt,2,4,2,Real Bed,110.00,500.00,50.00,2.00,10.00,2,3,0,,,,,,,,flexible,
100%,t,1,28806,Entire home/apt,2,4,2,Real Bed,185.00,,80.00,1.00,0.00,2,14,18,97.00,10.00,10.00,10.00,9.00,10.00,9.00,strict_14_with_grace_period,4.66
N/A,f,2,28806,Entire home/apt,1,3,2,Real Bed,58.00,0.00,30.00,1.00,10.00,2,8,18,96.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4.66
100%,t,1,28801,Private room,1,4,2,Real Bed,80.00,100.00,20.00,2.00,25.00,2,8,14,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.41
100%,t,1,28806,Entire home/apt,1,4,2,Real Bed,75.00,100.00,60.00,3.00,10.00,1,11,21,99.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,5.68
100%,t,2,28804,Entire home/apt,3.5,10,6,Real Bed,350.00,500.00,200.00,1.00,0.00,3,9,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.02
N/A,t,3,28801,Private room,1,4,2,Real Bed,50.00,0.00,0.00,1.00,0.00,2,13,9,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.84
100%,t,1,28804,Entire home/apt,3,6,3,Real Bed,199.00,200.00,60.00,1.00,0.00,2,23,11,100.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,2.84
100%,t,1,28805,Entire home/apt,1,6,3,Real Bed,75.00,0.00,38.00,3.00,5.00,1,18,15,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.64
100%,t,1,28803,Entire home/apt,2,6,4,Real Bed,248.00,200.00,110.00,1.00,0.00,3,14,14,97.00,10.00,9.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4.16
100%,f,1,28806,Entire home/apt,1,2,1,Real Bed,64.00,100.00,35.00,1.00,0.00,1,20,14,89.00,10.00,9.00,9.00,9.00,10.00,9.00,flexible,3.62
N/A,t,2,28801,Private room,1,2,1,Real Bed,100.00,2000.00,39.00,2.00,50.00,1,6,24,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,6.21
N/A,f,1,28804,Private room,1,2,1,Real Bed,50.00,0.00,20.00,1.00,0.00,1,13,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.14
N/A,t,3,28801,Private room,1,2,1,Real Bed,44.00,,,1.00,0.00,1,16,22,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.69
N/A,f,1,28804,Entire home/apt,1,2,1,Real Bed,92.00,0.00,35.00,1.00,0.00,2,0,10,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,5
N/A,t,3,28801,Private room,1,2,1,Real Bed,45.00,,,1.00,0.00,1,15,22,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.64
100%,t,1,28804,Entire home/apt,1,3,2,Real Bed,65.00,0.00,25.00,2.00,10.00,2,14,21,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.16
N/A,f,1,28801,Private room,1,2,1,Real Bed,162.00,0.00,30.00,2.00,0.00,1,14,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.36
100%,t,7,28801,Private room,2,2,1,Real Bed,79.00,220.00,16.00,1.00,0.00,2,17,12,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.3
100%,f,52,28803,Entire home/apt,1,2,1,Real Bed,186.00,500.00,96.00,2.00,0.00,5,12,0,,,,,,,,strict_14_with_grace_period,
N/A,t,1,28804,Entire home/apt,1,4,2,Real Bed,75.00,,,1.00,0.00,2,5,36,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,9.64
N/A,t,1,28732,Private room,1,2,1,Real Bed,40.00,0.00,0.00,1.00,0.00,2,8,15,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,6.34
100%,t,2,28805,Entire home/apt,1,3,1,Real Bed,95.00,200.00,30.00,2.00,30.00,2,17,29,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,8.53
N/A,t,1,28732,Private room,1,2,1,Real Bed,50.00,0.00,15.00,2.00,20.00,1,11,18,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,6.35
100%,t,1,28806,Entire home/apt,1,4,2,Real Bed,150.00,500.00,50.00,2.00,10.00,2,9,18,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.95
100%,f,2,28806,Entire home/apt,3.5,8,5,Real Bed,180.00,250.00,150.00,6.00,30.00,2,0,3,100.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,1.11
100%,t,5,28804,Entire home/apt,1,6,5,Real Bed,225.00,200.00,125.00,1.00,0.00,1,9,17,94.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,4.68
100%,t,5,28804,Entire home/apt,1,3,2,Real Bed,69.00,100.00,55.00,2.00,15.00,2,5,31,95.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,8.3
100%,f,7,28806,Entire home/apt,1,4,1,Real Bed,19.00,0.00,0.00,3.00,5.00,1,27,8,95.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.2
56%,f,1,28801,Private room,1,2,1,Real Bed,65.00,,,1.00,0.00,1,26,3,40.00,4.00,2.00,9.00,9.00,8.00,5.00,flexible,0.83
N/A,f,1,28806,Private room,1,2,1,Real Bed,73.00,350.00,35.00,2.00,0.00,2,21,10,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.94
N/A,f,2,28806,Entire home/apt,2,8,8,Real Bed,200.00,,,1.00,0.00,2,0,11,94.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,3
N/A,f,2,28704,Entire home/apt,3.5,6,4,Real Bed,250.00,,,1.00,0.00,30,23,0,,,,,,,,flexible,
100%,t,1,,Private room,1,2,1,Real Bed,45.00,0.00,10.00,1.00,0.00,1,8,13,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.81
100%,t,5,28804,Entire home/apt,2,9,7,Real Bed,275.00,250.00,135.00,1.00,0.00,1,4,2,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2
100%,f,1,28806,Private room,1,2,1,Real Bed,25.00,0.00,25.00,1.00,5.00,2,0,8,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.61
100%,f,48,28805,Entire home/apt,2,6,3,Real Bed,165.00,0.00,204.00,6.00,0.00,2,12,6,100.00,10.00,10.00,10.00,10.00,10.00,10.00,super_strict_30,2.05
100%,t,2,28805,Entire home/apt,1,2,1,Real Bed,56.00,0.00,20.00,1.00,0.00,2,8,23,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.11
100%,t,1,28801,Private room,1,2,1,Real Bed,125.00,,35.00,1.00,0.00,2,15,21,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.89
100%,t,1,28805,Entire home/apt,1,2,1,Real Bed,92.00,,20.00,1.00,0.00,1,8,22,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,10.82
100%,f,1,28806,Entire home/apt,1,4,3,Real Bed,75.00,0.00,20.00,1.00,0.00,1,0,8,93.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.24
100%,t,1,28806,Private room,1,3,1,Real Bed,115.00,100.00,30.00,1.00,0.00,1,25,14,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.82
100%,f,1,28801,Private room,1,2,1,Real Bed,125.00,,30.00,1.00,0.00,2,21,2,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2
N/A,t,1,28806,Private room,1,7,4,Real Bed,90.00,0.00,20.00,4.00,15.00,1,0,13,97.00,10.00,10.00,10.00,10.00,9.00,9.00,moderate,3.82
100%,t,2,28806,Entire home/apt,1,4,1,Real Bed,95.00,100.00,35.00,2.00,10.00,2,20,12,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.53
100%,f,48,28806,Entire home/apt,2.5,6,3,Real Bed,85.00,0.00,209.00,6.00,0.00,2,9,7,97.00,10.00,10.00,10.00,9.00,10.00,9.00,super_strict_30,2.08
N/A,t,2,28715,Private room,1,2,1,Real Bed,49.00,200.00,35.00,2.00,49.00,2,20,5,96.00,9.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,1.88
100%,t,1,28715,Entire home/apt,1,2,1,Real Bed,55.00,125.00,35.00,2.00,20.00,1,14,27,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,8.44
N/A,f,1,28806,Entire home/apt,1,3,2,Real Bed,90.00,0.00,0.00,1.00,0.00,3,9,7,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.77
100%,f,1,28803,Entire home/apt,2,10,4,Real Bed,300.00,,125.00,8.00,25.00,2,15,7,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.57
100%,f,7,28806,Entire home/apt,1,4,1,Real Bed,19.00,0.00,0.00,3.00,5.00,1,30,4,85.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.17
90%,t,1,28803,Entire home/apt,1,4,2,Real Bed,118.00,0.00,45.00,2.00,10.00,2,14,12,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.44
100%,t,1,,Entire home/apt,1,3,1,Real Bed,104.00,1000.00,25.00,3.00,25.00,2,8,16,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.4
N/A,f,1,28806,Entire home/apt,2,6,3,Real Bed,190.00,,,1.00,0.00,2,20,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.64
100%,f,1,28804,Entire home/apt,1,2,1,Real Bed,85.00,0.00,25.00,2.00,25.00,4,9,5,96.00,10.00,10.00,10.00,10.00,9.00,10.00,flexible,5
N/A,t,2,28804,Entire home/apt,1,4,1,Real Bed,85.00,500.00,25.00,1.00,0.00,1,11,9,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4.74
N/A,t,3,28704,Entire home/apt,4,16,14,Real Bed,495.00,,300.00,1.00,0.00,3,17,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1
100%,t,1,28801,Entire home/apt,2.5,6,2,Real Bed,300.00,150.00,50.00,4.00,10.00,1,1,12,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,6
100%,t,1,28803,Entire home/apt,1,2,1,Real Bed,68.00,0.00,20.00,1.00,0.00,1,6,37,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,13.7
100%,f,1,28715,Entire home/apt,1,4,2,Real Bed,60.00,0.00,20.00,1.00,0.00,1,9,13,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,10.83
N/A,f,1,28806,Entire home/apt,1,6,3,Real Bed,64.00,1000.00,85.00,5.00,10.00,30,10,2,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.88
100%,t,2,28804,Entire home/apt,1,4,2,Real Bed,65.00,,,1.00,0.00,30,15,0,,,,,,,,flexible,
100%,f,7,28704,Entire home/apt,1,2,1,Real Bed,79.00,100.00,39.00,1.00,15.00,1,16,9,100.00,10.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,2.84
100%,t,1,28801,Entire home/apt,1,6,4,Real Bed,140.00,250.00,65.00,1.00,0.00,2,3,17,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,6.89
100%,f,48,28801,Entire home/apt,2.5,6,3,Real Bed,249.00,0.00,239.00,6.00,0.00,2,16,4,95.00,10.00,10.00,10.00,10.00,10.00,9.00,super_strict_30,1.64
100%,f,1,28805,Entire home/apt,1,2,1,Real Bed,100.00,,,1.00,0.00,2,20,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.08
100%,f,2,28715,Entire home/apt,1,3,2,Real Bed,89.00,100.00,50.00,3.00,15.00,2,0,0,,,,,,,,moderate,
100%,t,1,28805,Entire home/apt,1,4,1,Real Bed,55.00,0.00,19.00,3.00,25.00,2,5,21,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,10.33
N/A,f,1,28803,Entire home/apt,1,4,3,Real Bed,175.00,100.00,60.00,4.00,25.00,1,14,7,100.00,10.00,10.00,10.00,10.00,10.00,9.00,flexible,6.36
N/A,f,1,28804,Entire home/apt,2,8,6,Real Bed,250.00,150.00,125.00,8.00,40.00,2,16,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4
N/A,t,1,28806,Entire home/apt,1,3,1,Real Bed,95.00,0.00,15.00,1.00,0.00,1,1,15,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,5.23
100%,f,1,28806,Private room,1,2,1,Real Bed,57.00,,,1.00,0.00,1,5,9,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,9
