host_response_rate,host_is_superhost,host_listings_count,zipcode,room_type,bathrooms,accommodates,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,has_reviews,reviews_per_month.1,log.reviews_per_month,review_scores_rating.1,log.review_scores_rating,review_score_value.1,log.review_scores_value,review_scores_location.1,log.review_scores_location,review_scores_communication.1,log.review_scores_communication,review_scores_checkin.1,log.review_scores_checkin,review_scores_accuracy.1,log.review_scores_accuracy,review_scores_cleanliness.1,log.review_scores_cleanliness,number_of_reviews.1,log.number_of_reviews,inzip28801,inzip28804
93%,f,8,28801,Private room,1,2,1,Real Bed,268,0,0,1,0,1,2,1,0,0,0,0,0,0,0,moderate,0.19,1,1.19,0.17395330712343798,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0.6931471805599453,yes,no
93%,f,8,28801,Private room,7.5,16,7,Real Bed,975,0,0,1,0,1,27,5,100,10,10,10,10,10,10,moderate,1.09,1,2.09,0.7371640659767196,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,6,1.791759469228055,yes,no
100%,t,5,28804,Entire home/apt,4,14,9,Real Bed,750,0,270,1,0,3,12,3,100,10,10,10,10,10,9,strict_14_with_grace_period,0.48,1,1.48,0.3920420877760237,101,4.61512051684126,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,4,1.3862943611198906,no,yes
100%,f,1,28704,Entire home/apt,2,7,5,Real Bed,155,500,125,1,0,3,19,7,100,9,10,10,10,9,9,strict_14_with_grace_period,1.07,1,2.0700000000000003,0.7275486072772779,101,4.61512051684126,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,8,2.0794415416798357,no,no
100%,f,1,28801,Entire home/apt,1,2,1,Real Bed,40,250,65,1,0,30,16,2,100,10,10,10,10,10,10,strict_14_with_grace_period,0.82,1,1.8199999999999998,0.5988365010887039,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,3,1.0986122886681098,yes,no
100%,t,1,28805,Entire home/apt,1,3,1,Real Bed,75,0,35,2,35,2,24,22,97,10,10,10,10,9,10,moderate,3.84,1,4.84,1.5769147207285403,98,4.584967478670572,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,23,3.1354942159291497,no,no
N/A,t,5,28806,Private room,1,2,1,Real Bed,65,0,0,1,0,2,1,0,0,0,0,0,0,0,0,moderate,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,no,no
N/A,t,3,28801,Private room,2.5,4,3,Real Bed,90,100,40,3,12,1,14,18,94,10,10,10,10,10,10,flexible,2.76,1,3.76,1.324418957401803,95,4.553876891600541,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,19,2.9444389791664403,yes,no
100%,t,10,28805,Entire home/apt,1,4,2,Real Bed,195,0,65,4,15,2,6,6,100,10,10,10,10,10,9,strict_14_with_grace_period,1.38,1,2.38,0.8671004876833833,101,4.61512051684126,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,7,1.9459101490553132,no,no
100%,t,10,28805,Entire home/apt,1,2,1,Real Bed,165,0,65,1,0,2,12,11,96,10,10,10,10,10,9,moderate,1.72,1,2.7199999999999998,1.000631880307906,97,4.574710978503383,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,12,2.4849066497880004,no,no
100%,t,1,28715,Entire home/apt,1,6,2,Real Bed,74,0,50,2,15,1,23,29,94,10,10,10,10,9,9,moderate,4.35,1,5.35,1.6770965609079151,95,4.553876891600541,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,30,3.4011973816621555,no,no
100%,t,2,28804,Entire home/apt,2,10,5,Real Bed,223,0,60,4,10,1,7,76,99,10,10,10,10,10,10,moderate,15.72,1,16.72,2.8166056076565553,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,77,4.343805421853684,no,yes
N/A,t,1,28806,Entire home/apt,1,4,1,Real Bed,101,100,20,2,10,2,23,18,98,10,10,10,10,10,10,flexible,2.9,1,3.9,1.3609765531356006,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,19,2.9444389791664403,no,no
50%,f,1,28806,Private room,1,2,1,Real Bed,46,0,0,1,0,1,0,8,100,10,10,10,10,10,10,flexible,1.15,1,2.15,0.7654678421395714,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,9,2.1972245773362196,no,no
100%,t,1,28806,Entire home/apt,1,3,2,Real Bed,79,275,39,2,39,2,14,41,99,10,10,10,10,10,10,moderate,6.15,1,7.15,1.9671123567059163,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,42,3.7376696182833684,no,no
N/A,t,4,28804,Entire home/apt,1,2,1,Real Bed,75,100,28,1,0,2,14,7,100,10,10,10,10,9,10,strict_14_with_grace_period,1.21,1,2.21,0.7929925155296614,101,4.61512051684126,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,8,2.0794415416798357,no,yes
100%,t,1,28732,Entire home/apt,1,4,2,Real Bed,11,250,25,4,10,3,17,12,98,10,10,10,10,10,10,moderate,2.01,1,3.01,1.1019400787607843,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,13,2.5649493574615367,no,no
100%,f,48,28801,Entire home/apt,1,2,1,Real Bed,106,0,194,2,0,2,15,3,67,8,9,7,8,9,7,super_strict_30,0.45,1,1.45,0.371563556432483,68,4.219507705176107,8,2.0794415416798357,10,2.302585092994046,9,2.1972245773362196,8,2.0794415416798357,9,2.1972245773362196,10,2.302585092994046,4,1.3862943611198906,yes,no
N/A,t,1,28803,Entire home/apt,1,4,2,Real Bed,125,100,40,4,25,2,13,46,98,10,10,10,10,9,10,strict_14_with_grace_period,7.42,1,8.42,2.130609828254235,99,4.59511985013459,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,47,3.8501476017100584,no,no
100%,f,1,28804,Entire home/apt,1,4,2,Real Bed,115,0,0,2,20,3,1,8,95,10,9,10,10,10,10,moderate,1.71,1,2.71,0.9969486348916096,96,4.564348191467836,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,9,2.1972245773362196,no,yes
100%,t,2,28806,Entire home/apt,2,5,3,Real Bed,168,200,100,1,0,2,0,18,97,10,9,10,10,10,10,strict_14_with_grace_period,3.94,1,4.9399999999999995,1.597365331199831,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,19,2.9444389791664403,no,no
100%,f,1,28801,Entire home/apt,1,4,2,Real Bed,199,100,50,2,25,2,16,25,95,10,10,10,10,9,9,moderate,3.79,1,4.79,1.5665304114228238,96,4.564348191467836,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,26,3.258096538021482,yes,no
100%,t,1,28804,Entire home/apt,1,4,2,Real Bed,95,0,20,2,5,2,2,24,100,10,10,10,10,10,10,moderate,4.36,1,5.36,1.6789639750827108,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,25,3.2188758248682006,no,yes
N/A,t,1,28806,Entire home/apt,2.5,5,3,Real Bed,275,300,125,1,0,2,0,10,98,10,10,10,10,9,9,moderate,2.1,1,3.1,1.1314021114911006,99,4.59511985013459,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,no,no
N/A,f,1,28806,Entire home/apt,1,2,1,Real Bed,92,0,0,1,0,2,0,7,100,10,10,10,10,10,9,moderate,1.08,1,2.08,0.7323678937132266,101,4.61512051684126,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,8,2.0794415416798357,no,no
100%,t,1,28804,Entire home/apt,1,5,2,Real Bed,175,150,75,1,0,2,12,28,99,10,10,10,10,9,10,strict_14_with_grace_period,4.52,1,5.52,1.7083778602890038,100,4.605170185988092,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,29,3.367295829986474,no,yes
100%,f,2,28806,Entire home/apt,1,4,2,Real Bed,75,0,50,2,0,1,11,23,97,10,10,10,10,10,10,flexible,3.5,1,4.5,1.5040773967762742,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,24,3.1780538303479458,no,no
N/A,t,4,28801,Entire home/apt,1,3,1,Real Bed,250,200,75,1,25,3,17,9,98,10,10,10,10,10,9,strict_14_with_grace_period,1.89,1,2.8899999999999997,1.0612565021243408,99,4.59511985013459,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,yes,no
100%,t,6,28801,Entire home/apt,1,2,1,Real Bed,95,100,40,1,0,1,1,33,98,10,10,10,10,10,10,moderate,5.13,1,6.13,1.81319474994812,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,34,3.5263605246161616,yes,no
100%,t,1,28804,Entire home/apt,1,2,1,Real Bed,99,0,0,1,0,1,19,60,96,10,10,10,10,10,9,moderate,9.23,1,10.23,2.325324579963535,97,4.574710978503383,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,61,4.110873864173311,no,yes
N/A,t,1,28806,Entire home/apt,1,2,1,Real Bed,65,0,10,1,0,1,10,39,97,10,10,10,10,10,10,flexible,6.46,1,7.46,2.0095554142156695,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,40,3.6888794541139363,no,no
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,100,0,30,1,0,2,7,21,100,10,10,10,10,10,10,flexible,3.66,1,4.66,1.5390154481375546,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,22,3.091042453358316,no,no
100%,t,1,28804,Private room,1,4,2,Real Bed,105,500,60,2,15,2,9,21,100,10,10,10,10,9,10,moderate,3.39,1,4.390000000000001,1.4793292270870801,101,4.61512051684126,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,22,3.091042453358316,no,yes
N/A,t,1,28806,Entire home/apt,2,4,2,Real Bed,82,0,50,2,10,2,9,20,94,10,10,10,10,9,10,flexible,3.97,1,4.970000000000001,1.6034198401085376,95,4.553876891600541,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,21,3.044522437723423,no,no
N/A,t,1,28806,Private room,1,2,1,Real Bed,58,0,20,1,20,1,21,9,100,10,10,10,10,10,10,flexible,3.29,1,4.29,1.4562867329399256,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,no,no
100%,t,4,28804,Entire home/apt,1,4,2,Real Bed,110,0,75,4,45,3,18,1,100,10,10,10,10,10,10,flexible,0.67,1,1.67,0.5128236264286637,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,2,0.6931471805599453,no,yes
90%,f,1,28806,Entire home/apt,1,3,1,Real Bed,75,0,15,1,0,2,6,19,98,10,10,10,10,10,10,flexible,3.93,1,4.93,1.5953389880545987,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,20,2.995732273553991,no,no
100%,t,3,28804,Entire home/apt,2,8,6,Real Bed,240,500,120,1,0,2,14,2,100,10,10,10,10,10,10,moderate,1.13,1,2.13,0.7561219797213337,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,3,1.0986122886681098,no,yes
100%,f,1,28732,Entire home/apt,1,2,1,Real Bed,109,0,0,1,0,1,19,5,100,9,10,10,10,9,10,flexible,5,1,6,1.791759469228055,101,4.61512051684126,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,6,1.791759469228055,no,no
83%,f,1,28803,Entire home/apt,1,2,1,Real Bed,50,200,50,1,0,30,0,0,0,0,0,0,0,0,0,strict_14_with_grace_period,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,no,no
100%,f,1,28704,Private room,1,2,1,Real Bed,75,0,0,1,0,2,17,3,100,9,10,10,10,8,9,moderate,3,1,4,1.3862943611198906,101,4.61512051684126,10,2.302585092994046,9,2.1972245773362196,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,4,1.3862943611198906,no,no
100%,t,1,28803,Entire home/apt,1,6,3,Real Bed,150,250,75,5,10,2,5,32,99,10,10,10,10,9,10,flexible,6.11,1,7.11,1.9615022438151495,100,4.605170185988092,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,33,3.4965075614664802,no,no
N/A,t,4,28804,Entire home/apt,1,2,1,Real Bed,69,100,25,1,0,2,19,9,96,10,10,10,10,9,10,strict_14_with_grace_period,1.56,1,2.56,0.9400072584914712,97,4.574710978503383,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,no,yes
100%,f,2,28806,Private room,1,2,1,Real Bed,80,200,10,1,5,2,6,7,97,10,10,10,10,10,10,moderate,1.12,1,2.12,0.7514160886839212,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,8,2.0794415416798357,no,no
N/A,t,2,28806,Entire home/apt,1,4,1,Real Bed,120,0,50,1,0,2,12,32,100,10,10,10,10,10,10,moderate,5.19,1,6.19,1.8229350866965048,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,33,3.4965075614664802,no,no
100%,f,10,28806,Entire home/apt,1,3,2,Real Bed,119,150,64,2,39,30,14,44,96,10,10,10,10,9,10,strict_14_with_grace_period,8.1,1,9.1,2.2082744135228043,97,4.574710978503383,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,45,3.8066624897703196,no,no
100%,t,1,28801,Entire home/apt,2,4,2,Real Bed,250,0,75,1,0,2,11,31,100,10,10,10,10,10,10,moderate,5.41,1,6.41,1.8578592709325787,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,32,3.4657359027997265,yes,no
N/A,t,7,28804,Entire home/apt,1,4,2,Real Bed,99,400,65,1,0,1,18,29,98,10,10,10,10,10,9,moderate,4.86,1,5.86,1.7681496035889213,99,4.59511985013459,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,30,3.4011973816621555,no,yes
N/A,t,2,28806,Entire home/apt,2,8,4,Real Bed,250,600,125,6,25,2,19,6,100,10,10,10,10,10,10,flexible,1.33,1,2.33,0.8458682675776092,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,7,1.9459101490553132,no,no
100%,t,1,28806,Entire home/apt,1,4,3,Real Bed,100,250,30,4,15,1,18,24,98,10,10,10,10,10,10,flexible,4.34,1,5.34,1.6752256529721035,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,25,3.2188758248682006,no,no
100%,f,1,28803,Private room,1,4,2,Real Bed,99,0,0,1,0,1,13,7,89,10,10,9,10,10,10,flexible,1.53,1,2.5300000000000002,0.928219302739429,90,4.499809670330265,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,8,2.0794415416798357,no,no
100%,t,1,28805,Entire home/apt,1,6,3,Real Bed,85,500,65,4,8,2,2,44,100,10,10,10,10,10,10,moderate,7.1,1,8.1,2.0918640616783932,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,45,3.8066624897703196,no,no
N/A,t,1,28806,Entire home/apt,1,2,1,Real Bed,99,0,25,1,0,2,10,22,98,10,10,10,10,10,10,flexible,6.06,1,7.06,1.9544450515051506,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,23,3.1354942159291497,no,no
N/A,f,1,28804,Private room,1,2,1,Real Bed,100,0,0,1,0,2,7,7,100,10,10,10,10,10,10,flexible,1.32,1,2.3200000000000003,0.8415671856782188,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,8,2.0794415416798357,no,yes
100%,t,2,28803,Entire home/apt,1,2,1,Real Bed,62,400,100,1,0,30,0,3,100,10,9,10,10,10,10,flexible,0.84,1,1.8399999999999999,0.6097655716208942,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,4,1.3862943611198906,no,no
N/A,t,1,28805,Entire home/apt,2.5,8,6,Real Bed,480,250,100,8,75,2,12,14,100,10,10,10,10,10,9,moderate,2.46,1,3.46,1.2412685890696329,101,4.61512051684126,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,15,2.70805020110221,no,no
100%,f,3,28806,Private room,1,2,1,Real Bed,75,0,25,2,50,2,0,30,97,10,9,10,10,10,10,flexible,5,1,6,1.791759469228055,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,31,3.4339872044851463,no,no
100%,t,1,28806,Entire home/apt,1,4,3,Real Bed,69,100,30,2,20,2,9,35,100,10,10,10,10,10,10,moderate,7,1,8,2.0794415416798357,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,36,3.58351893845611,no,no
100%,t,1,28801,Private room,1,4,3,Real Bed,75,0,20,1,40,1,21,17,100,10,10,10,10,10,10,moderate,3.38,1,4.38,1.4770487243883548,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,18,2.8903717578961645,yes,no
100%,f,48,28801,Entire home/apt,1,2,2,Real Bed,106,0,189,2,0,2,16,2,100,10,10,9,10,10,9,super_strict_30,0.39,1,1.3900000000000001,0.32930374714260047,101,4.61512051684126,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,3,1.0986122886681098,yes,no
100%,t,7,28801,Private room,2,1,1,Real Bed,49,100,16,1,0,2,13,14,96,10,9,10,10,10,10,moderate,2.61,1,3.61,1.2837077723447896,97,4.574710978503383,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,15,2.70805020110221,yes,no
N/A,t,1,28806,Entire home/apt,2,4,1,Real Bed,129,100,35,2,20,2,4,51,100,10,10,10,10,10,10,flexible,10,1,11,2.3978952727983707,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,52,3.9512437185814275,no,no
100%,f,1,28801,Entire home/apt,2,5,3,Real Bed,215,200,60,5,10,1,20,9,93,10,10,10,10,10,9,moderate,1.89,1,2.8899999999999997,1.0612565021243408,94,4.543294782270004,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,yes,no
100%,f,1,28704,Entire home/apt,1,2,1,Real Bed,100,0,0,1,0,2,14,5,100,10,10,10,10,10,10,flexible,1.69,1,2.69,0.9895411936137477,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,6,1.791759469228055,no,no
100%,t,2,28806,Entire home/apt,1,3,2,Real Bed,75,100,65,2,15,3,10,20,98,10,10,10,10,10,10,strict_14_with_grace_period,4,1,5,1.6094379124341003,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,21,3.044522437723423,no,no
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,85,0,30,1,0,2,9,44,100,10,10,10,10,10,10,moderate,8,1,9,2.1972245773362196,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,45,3.8066624897703196,yes,no
100%,t,5,28803,Private room,1,2,1,Real Bed,70,0,0,1,0,1,10,84,98,10,10,10,10,10,10,strict_14_with_grace_period,14.57,1,15.57,2.745345985845907,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,85,4.442651256490317,no,no
100%,f,1,28704,Entire home/apt,1,6,4,Real Bed,145,0,20,1,0,2,21,7,100,10,10,10,10,10,10,strict_14_with_grace_period,1.84,1,2.84,1.0438040521731147,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,8,2.0794415416798357,no,no
100%,f,1,28803,Entire home/apt,2,6,3,Real Bed,110,0,150,1,0,90,30,0,0,0,0,0,0,0,0,flexible,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,no,no
100%,t,2,28803,Entire home/apt,1,2,1,Real Bed,40,200,40,1,0,30,27,10,100,10,10,10,10,10,9,flexible,2.07,1,3.07,1.1216775615991057,101,4.61512051684126,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,no,no
100%,f,7,28806,Entire home/apt,1,4,1,Real Bed,17,0,0,3,5,1,13,19,96,9,9,9,9,10,10,flexible,3.61,1,4.609999999999999,1.528227857008557,97,4.574710978503383,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,10,2.302585092994046,10,2.302585092994046,10,2.302585092994046,20,2.995732273553991,no,no
100%,t,1,28805,Entire home/apt,1,2,2,Real Bed,68,0,28,1,0,1,2,45,100,10,10,10,10,10,10,moderate,9.44,1,10.44,2.3456445824544927,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,46,3.828641396489095,no,no
N/A,f,2,28801,Entire home/apt,1,4,3,Real Bed,100,0,0,1,0,30,29,0,0,0,0,0,0,0,0,flexible,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,yes,no
100%,f,7,28704,Entire home/apt,2,7,4,Real Bed,195,200,150,8,20,1,30,1,100,10,10,10,10,10,10,strict_14_with_grace_period,1,1,2,0.6931471805599453,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,2,0.6931471805599453,no,no
N/A,t,1,28803,Entire home/apt,1,4,2,Real Bed,50,250,28,2,9,1,11,44,98,10,10,10,10,10,10,moderate,8.98,1,9.98,2.300583090323373,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,45,3.8066624897703196,no,no
100%,f,1,28804,Entire home/apt,1,3,1,Real Bed,100,100,25,1,0,2,8,6,100,10,10,10,10,10,10,moderate,6,1,7,1.9459101490553132,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,7,1.9459101490553132,no,yes
100%,t,1,28715,Entire home/apt,2,4,2,Real Bed,120,100,65,4,15,2,14,19,100,10,10,10,10,10,10,moderate,3.96,1,4.96,1.601405740736836,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,20,2.995732273553991,no,no
100%,t,1,28805,Entire home/apt,3,8,5,Real Bed,275,300,150,1,0,3,9,13,97,10,10,10,10,10,10,strict_14_with_grace_period,2.85,1,3.85,1.3480731482996928,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,14,2.6390573296152584,no,no
100%,t,3,28804,Private room,1,2,1,Real Bed,80,0,10,1,0,1,0,5,100,10,10,10,9,10,10,moderate,1.15,1,2.15,0.7654678421395714,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,6,1.791759469228055,no,yes
